ProductName,Vendor,ClassType,CommonCode,BeverageType,Size,VendorNumber,ClassID,ClassTypeName,ClassTypeNo,Brand,CommonCodeName,CommonCodeNo,Listed_NonListed,PackSize,PackSizeInd,Bottles
1 BARREL RUM FROM BELIZE - IM RUM OTHER - 750 ML,H A P L.L.C.  ( 3079 ),IM RUM OTHER  ( 4220 ),1 BARREL RUM 80P  ( 1019706 ),Spirit,750 ML,3079,Rum,IM RUM OTHER,4220,1 BARREL RUM FROM BELIZE,1 BARREL RUM 80P,1019706,Non-Listed,12,Actual,1
1 BARREL RUM FROM BELIZE - IM RUM OTHER - 750 ML,H A P L.L.C.  ( 3079 ),IM RUM OTHER  ( 4220 ),1 BARREL RUM 80P  ( 1019706 ),Spirit,750 ML,3079,Rum,IM RUM OTHER,4220,1 BARREL RUM FROM BELIZE,1 BARREL RUM 80P,1019706,Non-Listed,12,Actual,3
10 CANE TRINIDAD RUM - IM RUM OTHER - 375 ML,MOET HENNESSY  ( 4885 ),IM RUM OTHER  ( 4220 ),10 CANE RUM  ( 855601 ),Spirit,375 ML,4885,Rum,IM RUM OTHER,4220,10 CANE TRINIDAD RUM,10 CANE RUM,855601,Non-Listed,12,Actual,1
10 CANE TRINIDAD RUM - IM RUM OTHER - 750 ML,MOET HENNESSY  ( 4885 ),IM RUM OTHER  ( 4220 ),10 CANE RUM  ( 855601 ),Spirit,750 ML,4885,Rum,IM RUM OTHER,4220,10 CANE TRINIDAD RUM,10 CANE RUM,855601,Non-Listed,6,Actual,135
10 CANE TRINIDAD RUM - IM RUM OTHER - 750 ML,MOET HENNESSY  ( 4885 ),IM RUM OTHER  ( 4220 ),10 CANE RUM  ( 855601 ),Spirit,750 ML,4885,Rum,IM RUM OTHER,4220,10 CANE TRINIDAD RUM,10 CANE RUM,855601,Non-Listed,6,Actual,341
100 PIPERS - SCOTCH BTL US - 1.0 LTR,HEAVEN HILL  ( 3210 ),SCOTCH BTL US  ( 1210 ),100 PIPERS 86P  ( 1151500 ),Spirit,1.0 LTR,3210,Whiskey,SCOTCH BTL US,1210,100 PIPERS,100 PIPERS 86P,1151500,Listed,12,Actual,725
100 PIPERS - SCOTCH BTL US - 1.0 LTR,HEAVEN HILL  ( 3210 ),SCOTCH BTL US  ( 1210 ),100 PIPERS 86P  ( 1151500 ),Spirit,1.0 LTR,3210,Whiskey,SCOTCH BTL US,1210,100 PIPERS,100 PIPERS 86P,1151500,Listed,12,Actual,1030
100 PIPERS - SCOTCH BTL US - 1.75 LTR,HEAVEN HILL  ( 3210 ),SCOTCH BTL US  ( 1210 ),100 PIPERS 86P  ( 1151500 ),Spirit,1.75 LTR,3210,Whiskey,SCOTCH BTL US,1210,100 PIPERS,100 PIPERS 86P,1151500,Listed,6,Actual,819
100 PIPERS - SCOTCH BTL US - 1.75 LTR,HEAVEN HILL  ( 3210 ),SCOTCH BTL US  ( 1210 ),100 PIPERS 86P  ( 1151500 ),Spirit,1.75 LTR,3210,Whiskey,SCOTCH BTL US,1210,100 PIPERS,100 PIPERS 86P,1151500,Listed,6,Actual,1004
13TH COLONY SOUTHERN LR 2010 CORN WHSKEY - YOUNG WHISKEY - 750 ML,THIRTEENTH CLNY  ( 7630 ),YOUNG WHISKEY  ( 1170 ),13TH COLONY C WH  ( 1177452 ),Spirit,750 ML,7630,Whiskey,YOUNG WHISKEY,1170,13TH COLONY SOUTHERN LR 2010 CORN WHSKEY,13TH COLONY C WH,1177452,Non-Listed,6,Actual,5
13TH COLONY SOUTHERN LR 2010 CORN WHSKEY - YOUNG WHISKEY - 750 ML,THIRTEENTH CLNY  ( 7630 ),YOUNG WHISKEY  ( 1170 ),13TH COLONY C WH  ( 1177452 ),Spirit,750 ML,7630,Whiskey,YOUNG WHISKEY,1170,13TH COLONY SOUTHERN LR 2010 CORN WHSKEY,13TH COLONY C WH,1177452,Non-Listed,6,Actual,7
13TH COLONY SOUTHERN RYE WHISKEY - STRAIGHT RYE - 750 ML,THIRTEENTH CLNY  ( 7630 ),STRAIGHT RYE  ( 1130 ),13TH COLONY RYE  ( 1180181 ),Spirit,750 ML,7630,Whiskey,STRAIGHT RYE,1130,13TH COLONY SOUTHERN RYE WHISKEY,13TH COLONY RYE,1180181,Non-Listed,6,Actual,13
13TH COLONY SOUTHERN RYE WHISKEY - STRAIGHT RYE - 750 ML,THIRTEENTH CLNY  ( 7630 ),STRAIGHT RYE  ( 1130 ),13TH COLONY RYE  ( 1180181 ),Spirit,750 ML,7630,Whiskey,STRAIGHT RYE,1130,13TH COLONY SOUTHERN RYE WHISKEY,13TH COLONY RYE,1180181,Non-Listed,6,Actual,16
1792 SMALL BATCH KENTUCKY STRAIGHT BRBN - STRT BOURBON - 1.75 LTR,SAZERAC N AMRCA  ( 6612 ),STRT BOURBON  ( 1120 ),1792 RDGMNT RSV  ( 974300 ),Spirit,1.75 LTR,6612,Whiskey,STRT BOURBON,1120,1792 SMALL BATCH KENTUCKY STRAIGHT BRBN,1792 RDGMNT RSV,974300,Non-Listed,3,Actual,2
1792 SMALL BATCH KENTUCKY STRAIGHT BRBN - STRT BOURBON - 1.75 LTR,SAZERAC N AMRCA  ( 6612 ),STRT BOURBON  ( 1120 ),1792 RDGMNT RSV  ( 974300 ),Spirit,1.75 LTR,6612,Whiskey,STRT BOURBON,1120,1792 SMALL BATCH KENTUCKY STRAIGHT BRBN,1792 RDGMNT RSV,974300,Non-Listed,3,Actual,22
1792 SMALL BATCH KENTUCKY STRAIGHT BRBN - STRT BOURBON - 750 ML,SAZERAC N AMRCA  ( 6612 ),STRT BOURBON  ( 1120 ),1792 RDGMNT RSV  ( 974300 ),Spirit,750 ML,6612,Whiskey,STRT BOURBON,1120,1792 SMALL BATCH KENTUCKY STRAIGHT BRBN,1792 RDGMNT RSV,974300,Listed,6,Actual,154
1792 SMALL BATCH KENTUCKY STRAIGHT BRBN - STRT BOURBON - 750 ML,SAZERAC N AMRCA  ( 6612 ),STRT BOURBON  ( 1120 ),1792 RDGMNT RSV  ( 974300 ),Spirit,750 ML,6612,Whiskey,STRT BOURBON,1120,1792 SMALL BATCH KENTUCKY STRAIGHT BRBN,1792 RDGMNT RSV,974300,Listed,6,Actual,254
1800 ANEJO - IM TEQ GOLD - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 ANEJO  ( 830400 ),Spirit,750 ML,6108,Tequila,IM TEQ GOLD,7217,1800 ANEJO,1800 ANEJO,830400,Non-Listed,6,Actual,4
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,1.75 LTR,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Non-Listed,6,Actual,41
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,1.75 LTR,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Non-Listed,6,Actual,110
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,375 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Non-Listed,12,Actual,3
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 50 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,50 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Non-Listed,60,Actual,139
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 50 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,50 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Non-Listed,60,Actual,186
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,750 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Listed,12,Actual,393
1800 COCONUT FLAVORED TEQUILA (INFUSED) - IM OTH SPCLTS - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,750 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT FLAVORED TEQUILA (INFUSED),1800 COCO FL TEQ,1178998,Listed,12,Actual,395
1800 COCONUT W/160Z PINEAPPLE JUICE - IM OTH SPCLTS - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,375 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT W/160Z PINEAPPLE JUICE,1800 COCO FL TEQ,1178998,Non-Listed,6,Actual,21
1800 COCONUT W/160Z PINEAPPLE JUICE - IM OTH SPCLTS - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,750 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT W/160Z PINEAPPLE JUICE,1800 COCO FL TEQ,1178998,Listed,6,Actual,5
1800 COCONUT W/160Z PINEAPPLE JUICE - IM OTH SPCLTS - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM OTH SPCLTS  ( 7215 ),1800 COCO FL TEQ  ( 1178998 ),Spirit,750 ML,6108,Cordials,IM OTH SPCLTS,7215,1800 COCONUT W/160Z PINEAPPLE JUICE,1800 COCO FL TEQ,1178998,Listed,6,Actual,7
1800 REPOSADO TEQUILA - IM TEQ GOLD - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,1.75 LTR,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,6,Actual,385
1800 REPOSADO TEQUILA - IM TEQ GOLD - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,1.75 LTR,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,6,Actual,519
1800 REPOSADO TEQUILA - IM TEQ GOLD - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,375 ML,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,12,Actual,581
1800 REPOSADO TEQUILA - IM TEQ GOLD - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,375 ML,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,12,Actual,766
1800 REPOSADO TEQUILA - IM TEQ GOLD - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,750 ML,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,12,Actual,1140
1800 REPOSADO TEQUILA - IM TEQ GOLD - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ GOLD  ( 7217 ),1800 REPOSADO  ( 639601 ),Spirit,750 ML,6108,Tequila,IM TEQ GOLD,7217,1800 REPOSADO TEQUILA,1800 REPOSADO,639601,Listed,12,Actual,1511
1800 SELECT SILVER TEQUILA BLACK LABEL - IM TEQ WHITE - 1.0 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SELECT SLVR  ( 1167600 ),Spirit,1.0 LTR,6108,Tequila,IM TEQ WHITE,7216,1800 SELECT SILVER TEQUILA BLACK LABEL,1800 SELECT SLVR,1167600,Listed,6,Actual,417
1800 SELECT SILVER TEQUILA BLACK LABEL - IM TEQ WHITE - 1.0 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SELECT SLVR  ( 1167600 ),Spirit,1.0 LTR,6108,Tequila,IM TEQ WHITE,7216,1800 SELECT SILVER TEQUILA BLACK LABEL,1800 SELECT SLVR,1167600,Listed,6,Actual,425
1800 SELECT SILVER TEQUILA BLACK LABEL - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SELECT SLVR  ( 1167600 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SELECT SILVER TEQUILA BLACK LABEL,1800 SELECT SLVR,1167600,Listed,12,Actual,705
1800 SELECT SILVER TEQUILA BLACK LABEL - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SELECT SLVR  ( 1167600 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SELECT SILVER TEQUILA BLACK LABEL,1800 SELECT SLVR,1167600,Listed,12,Actual,1022
1800 SELECT SILVER TEQUILA BLACK LABEL - IM TEQ WHITE - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SELECT SLVR  ( 1167600 ),Spirit,750 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SELECT SILVER TEQUILA BLACK LABEL,1800 SELECT SLVR,1167600,Non-Listed,12,Actual,21
1800 SILVER - IM TEQ WHITE - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,1.75 LTR,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,6,Actual,775
1800 SILVER - IM TEQ WHITE - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,1.75 LTR,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,6,Actual,986
1800 SILVER - IM TEQ WHITE - 200 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,200 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,24,Actual,604
1800 SILVER - IM TEQ WHITE - 200 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,200 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,24,Actual,860
1800 SILVER - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,12,Actual,1283
1800 SILVER - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,12,Actual,1857
1800 SILVER - IM TEQ WHITE - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,750 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,12,Actual,1568
1800 SILVER - IM TEQ WHITE - 750 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,750 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER,1800 SILVER 80,988100,Listed,12,Actual,2060
1800 SILVER 375/200 COMBO PACK - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER 375/200 COMBO PACK,1800 SILVER 80,988100,Non-Listed,12,Actual,24
1800 SILVER 375/200 COMBO PACK - IM TEQ WHITE - 375 ML,PROXIMO SPIRITS  ( 6108 ),IM TEQ WHITE  ( 7216 ),1800 SILVER 80  ( 988100 ),Spirit,375 ML,6108,Tequila,IM TEQ WHITE,7216,1800 SILVER 375/200 COMBO PACK,1800 SILVER 80,988100,Non-Listed,12,Actual,60
1800 ULTIMATE BLUEBERRY READY-TO-DRINK - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT BLUBRRY  ( 1177372 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE BLUEBERRY READY-TO-DRINK,1800 ULT BLUBRRY,1177372,Listed,6,Actual,470
1800 ULTIMATE BLUEBERRY READY-TO-DRINK - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT BLUBRRY  ( 1177372 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE BLUEBERRY READY-TO-DRINK,1800 ULT BLUBRRY,1177372,Listed,6,Actual,483
1800 ULTIMATE MARGARITA READY-TO-DRINK - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT MRG RTD  ( 1019171 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE MARGARITA READY-TO-DRINK,1800 ULT MRG RTD,1019171,Listed,6,Actual,1058
1800 ULTIMATE MARGARITA READY-TO-DRINK - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT MRG RTD  ( 1019171 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE MARGARITA READY-TO-DRINK,1800 ULT MRG RTD,1019171,Listed,6,Actual,1468
1800 ULTIMATE PINEAPPLE MARGARITA R-T-D - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT PNAPPLE  ( 1179665 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE PINEAPPLE MARGARITA R-T-D,1800 ULT PNAPPLE,1179665,Listed,6,Actual,2014
1800 ULTIMATE PINEAPPLE MARGARITA R-T-D - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT PNAPPLE  ( 1179665 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE PINEAPPLE MARGARITA R-T-D,1800 ULT PNAPPLE,1179665,Listed,6,Actual,2277
1800 ULTIMATE POMEGRANATE MARGARITA RTD - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT POM RTD  ( 1172560 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE POMEGRANATE MARGARITA RTD,1800 ULT POM RTD,1172560,Listed,6,Actual,435
1800 ULTIMATE POMEGRANATE MARGARITA RTD - LW PF CKTL MX - 1.75 LTR,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT POM RTD  ( 1172560 ),Spirit,1.75 LTR,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE POMEGRANATE MARGARITA RTD,1800 ULT POM RTD,1172560,Listed,6,Actual,544
1800 ULTIMATE SKINNY MARGARITA R-T-D - LW PF CKTL MX - 750 ML,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT SKN MRG  ( 1180974 ),Spirit,750 ML,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE SKINNY MARGARITA R-T-D,1800 ULT SKN MRG,1180974,Listed,12,Actual,694
1800 ULTIMATE SKINNY MARGARITA R-T-D - LW PF CKTL MX - 750 ML,PROXIMO SPIRITS  ( 6108 ),LW PF CKTL MX  ( 6170 ),1800 ULT SKN MRG  ( 1180974 ),Spirit,750 ML,6108,Cocktails,LW PF CKTL MX,6170,1800 ULTIMATE SKINNY MARGARITA R-T-D,1800 ULT SKN MRG,1180974,Listed,12,Actual,955
1921 TEQUILA CREAM - IM CREMES - 750 ML,CASA 1921 LLC  ( 1279 ),IM CREMES  ( 7213 ),1921 TEQ CREAM  ( 993400 ),Spirit,750 ML,1279,Cordials,IM CREMES,7213,1921 TEQUILA CREAM,1921 TEQ CREAM,993400,Non-Listed,6,Actual,17
27 SPRINGS GIN - GIN DOMESTIC - 750 ML,HIGH RIDGE SPRT  ( 3283 ),GIN DOMESTIC  ( 2100 ),27 SPRNGS GIN 90  ( 1184077 ),Spirit,750 ML,3283,Gin,GIN DOMESTIC,2100,27 SPRINGS GIN,27 SPRNGS GIN 90,1184077,Listed,6,Actual,60
27 SPRINGS GIN - GIN DOMESTIC - 750 ML,HIGH RIDGE SPRT  ( 3283 ),GIN DOMESTIC  ( 2100 ),27 SPRNGS GIN 90  ( 1184077 ),Spirit,750 ML,3283,Gin,GIN DOMESTIC,2100,27 SPRINGS GIN,27 SPRNGS GIN 90,1184077,Listed,6,Actual,88
27 SPRINGS GIN - GIN DOMESTIC - 750 ML,HIGH RIDGE SPRT  ( 3283 ),GIN DOMESTIC  ( 2100 ),27 SPRNGS GIN 90  ( 1184077 ),Spirit,750 ML,3283,Gin,GIN DOMESTIC,2100,27 SPRINGS GIN,27 SPRNGS GIN 90,1184077,Non-Listed,6,Actual,12
360 BING CHERRY FLVR VOD FLEXIBLE POUCH - CHRRY FL VODK - 100 ML,MCCORMICK DIST  ( 4570 ),CHRRY FL VODK  ( 7134 ),360 BNG CHRRY VK  ( 1174773 ),Spirit,100 ML,4570,Cordials,CHRRY FL VODK,7134,360 BING CHERRY FLVR VOD FLEXIBLE POUCH,360 BNG CHRRY VK,1174773,Non-Listed,48,Actual,6
360 BING CHERRY FLVR VOD FLEXIBLE POUCH - CHRRY FL VODK - 100 ML,MCCORMICK DIST  ( 4570 ),CHRRY FL VODK  ( 7134 ),360 BNG CHRRY VK  ( 1174773 ),Spirit,100 ML,4570,Cordials,CHRRY FL VODK,7134,360 BING CHERRY FLVR VOD FLEXIBLE POUCH,360 BNG CHRRY VK,1174773,Non-Listed,48,Actual,24
360 BUTTERED POPCORN FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 BTR PCORN VK  ( 1179619 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 BUTTERED POPCORN FLAVORED VODKA,360 BTR PCORN VK,1179619,Non-Listed,12,Actual,5
360 BUTTERED POPCORN FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 BTR PCORN VK  ( 1179619 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 BUTTERED POPCORN FLAVORED VODKA,360 BTR PCORN VK,1179619,Non-Listed,12,Actual,6
360 DOUBLE CHOCOLATE FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 DBL CHOC VDK  ( 1172470 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 DOUBLE CHOCOLATE FLAVORED VODKA,360 DBL CHOC VDK,1172470,Listed,12,Actual,278
360 DOUBLE CHOCOLATE FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 DBL CHOC VDK  ( 1172470 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 DOUBLE CHOCOLATE FLAVORED VODKA,360 DBL CHOC VDK,1172470,Listed,12,Actual,336
360 GEORGIA PEACH FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 GA PEACH VDK  ( 1174984 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 GEORGIA PEACH FLAVORED VODKA,360 GA PEACH VDK,1174984,Listed,12,Actual,598
360 GEORGIA PEACH FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 GA PEACH VDK  ( 1174984 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 GEORGIA PEACH FLAVORED VODKA,360 GA PEACH VDK,1174984,Listed,12,Actual,668
360 GLAZED DONUT FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 GLZ DONUT VK  ( 1179620 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 GLAZED DONUT FLAVORED VODKA,360 GLZ DONUT VK,1179620,Non-Listed,12,Actual,1
360 GLAZED DONUT FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 GLZ DONUT VK  ( 1179620 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 GLAZED DONUT FLAVORED VODKA,360 GLZ DONUT VK,1179620,Non-Listed,12,Actual,3
360 GRAPE FLAVORED VODKA - GRAPE FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),GRAPE FL VODK  ( 7132 ),360 CNCRD GRP VK  ( 1174678 ),Spirit,750 ML,4570,Cordials,GRAPE FL VODK,7132,360 GRAPE FLAVORED VODKA,360 CNCRD GRP VK,1174678,Non-Listed,12,Actual,1
360 HUCKLEBERRY FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 HCKLBRRY VDK  ( 1178579 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 HUCKLEBERRY FLAVORED VODKA,360 HCKLBRRY VDK,1178579,Non-Listed,12,Actual,4
360 HUCKLEBERRY FLAVORED VODKA - OTHER FL VODK - 750 ML,MCCORMICK DIST  ( 4570 ),OTHER FL VODK  ( 7135 ),360 HCKLBRRY VDK  ( 1178579 ),Spirit,750 ML,4570,Cordials,OTHER FL VODK,7135,360 HUCKLEBERRY FLAVORED VODKA,360 HCKLBRRY VDK,1178579,Non-Listed,12,Actual,8
