ProductName,Vendor,ClassType,CommonCode,BeverageType,Size,VendorNumber,ClassID,ClassTypeName,ClassTypeNo,Brand,CommonCodeName,CommonCodeNo,Listed_NonListed,PackSize,PackSizeInd,Bottles
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Listed,12,Actual,725
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Listed,12,Actual,774
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Non-Listed,60,Actual,620
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Non-Listed,60,Actual,665
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Listed,12,Actual,448
CIROC COCONUT FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC COCONUT 70  ( 1169760 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC COCONUT FLAVORED VODKA SPECIALTY,CIROC COCONUT 70,1169760,Listed,12,Actual,562
CIROC MXD:2EA: CIROC/1EA: PEACH/RED BRRY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC CMB 0  ( 1181556 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC MXD:2EA: CIROC/1EA: PEACH/RED BRRY,CIROC CMB 0,1181556,Non-Listed,4,Actual,4
CIROC MXD:6 PEACH/2EA: RED BRY/COC/CIROC - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC CMB 0  ( 1181556 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC MXD:6 PEACH/2EA: RED BRY/COC/CIROC,CIROC CMB 0,1181556,Non-Listed,12,Actual,36
CIROC MXD:6 PEACH/2EA: RED BRY/COC/CIROC - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC CMB 0  ( 1181556 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC MXD:6 PEACH/2EA: RED BRY/COC/CIROC,CIROC CMB 0,1181556,Non-Listed,12,Actual,60
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.0 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,1.0 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,1234
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.0 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,1.0 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,1347
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.75 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,1.75 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,6,Actual,668
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.75 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,1.75 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,6,Actual,773
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 200 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,200 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,24,Actual,2315
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 200 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,200 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,24,Actual,3359
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,6714
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,7350
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,60,Actual,3674
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,60,Actual,4497
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,4032
CIROC PEACH FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PEACH VDK  ( 1176653 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PEACH FLAVORED VODKA SPECIALTY,CIROC PEACH VDK,1176653,Listed,12,Actual,4330
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,12,Actual,2385
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,12,Actual,7316
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,60,Actual,10188
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,60,Actual,13048
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,12,Actual,8570
CIROC PINEAPPLE FLAVOR VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC PINEAPPLE  ( 1183764 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC PINEAPPLE FLAVOR VODKA SPECIALTY,CIROC PINEAPPLE,1183764,Listed,12,Actual,9379
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.0 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,1.0 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,471
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.0 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,1.0 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,530
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.75 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,1.75 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,6,Actual,226
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 1.75 LTR,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,1.75 LTR,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,6,Actual,244
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 200 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,200 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,24,Actual,1389
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 200 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,200 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,24,Actual,1538
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,1983
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 375 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,375 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,2148
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,60,Actual,1368
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 50 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,50 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,60,Actual,1722
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,1416
CIROC RED BERRY FLAVORED VODKA SPECIALTY - IM OTH SPCLTS - 750 ML,DIAGEO  ( 1967 ),IM OTH SPCLTS  ( 7215 ),CIROC RED BERRY  ( 1169780 ),Spirit,750 ML,1967,Cordials,IM OTH SPCLTS,7215,CIROC RED BERRY FLAVORED VODKA SPECIALTY,CIROC RED BERRY,1169780,Listed,12,Actual,1604
CIROC SNAP FROST VODKA - VODKA IMPORTD - 1.0 LTR,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,1.0 LTR,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,876
CIROC SNAP FROST VODKA - VODKA IMPORTD - 1.0 LTR,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,1.0 LTR,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,1041
CIROC SNAP FROST VODKA - VODKA IMPORTD - 1.75 LTR,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,1.75 LTR,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,6,Actual,509
CIROC SNAP FROST VODKA - VODKA IMPORTD - 1.75 LTR,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,1.75 LTR,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,6,Actual,529
CIROC SNAP FROST VODKA - VODKA IMPORTD - 200 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,200 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,24,Actual,1865
CIROC SNAP FROST VODKA - VODKA IMPORTD - 200 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,200 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,24,Actual,2094
CIROC SNAP FROST VODKA - VODKA IMPORTD - 375 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,375 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,2763
CIROC SNAP FROST VODKA - VODKA IMPORTD - 375 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,375 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,3491
CIROC SNAP FROST VODKA - VODKA IMPORTD - 50 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,50 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,60,Actual,1732
CIROC SNAP FROST VODKA - VODKA IMPORTD - 50 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,50 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,60,Actual,2236
CIROC SNAP FROST VODKA - VODKA IMPORTD - 750 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,750 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,2128
CIROC SNAP FROST VODKA - VODKA IMPORTD - 750 ML,DIAGEO  ( 1967 ),VODKA IMPORTD  ( 3200 ),CIROC SNAP FR VK  ( 955100 ),Spirit,750 ML,1967,Vodka,VODKA IMPORTD,3200,CIROC SNAP FROST VODKA,CIROC SNAP FR VK,955100,Listed,12,Actual,2408
CITADELLE (FRANCE) - GIN IMPORTED - 750 ML,DEUTSCH FAM W&S  ( 1958 ),GIN IMPORTED  ( 2200 ),CITADELLE GN  ( 882100 ),Spirit,750 ML,1958,Gin,GIN IMPORTED,2200,CITADELLE (FRANCE),CITADELLE GN,882100,Non-Listed,6,Actual,6
CITADELLE (FRANCE) - GIN IMPORTED - 750 ML,DEUTSCH FAM W&S  ( 1958 ),GIN IMPORTED  ( 2200 ),CITADELLE GN  ( 882100 ),Spirit,750 ML,1958,Gin,GIN IMPORTED,2200,CITADELLE (FRANCE),CITADELLE GN,882100,Non-Listed,6,Actual,14
CITRONGE ORANGE LIQUEUR - IM OTH SPCLTS - 375 ML,PATRON SPIRITS  ( 5773 ),IM OTH SPCLTS  ( 7215 ),PATRON CITRONAGE  ( 1175526 ),Spirit,375 ML,5773,Cordials,IM OTH SPCLTS,7215,CITRONGE ORANGE LIQUEUR,PATRON CITRONAGE,1175526,Listed,12,Actual,891
CITRONGE ORANGE LIQUEUR - IM OTH SPCLTS - 375 ML,PATRON SPIRITS  ( 5773 ),IM OTH SPCLTS  ( 7215 ),PATRON CITRONAGE  ( 1175526 ),Spirit,375 ML,5773,Cordials,IM OTH SPCLTS,7215,CITRONGE ORANGE LIQUEUR,PATRON CITRONAGE,1175526,Listed,12,Actual,1358
CITRONGE ORANGE LIQUEUR - IM OTH SPCLTS - 750 ML,PATRON SPIRITS  ( 5773 ),IM OTH SPCLTS  ( 7215 ),PATRON CITRONAGE  ( 1175526 ),Spirit,750 ML,5773,Cordials,IM OTH SPCLTS,7215,CITRONGE ORANGE LIQUEUR,PATRON CITRONAGE,1175526,Listed,12,Actual,765
CITRONGE ORANGE LIQUEUR - IM OTH SPCLTS - 750 ML,PATRON SPIRITS  ( 5773 ),IM OTH SPCLTS  ( 7215 ),PATRON CITRONAGE  ( 1175526 ),Spirit,750 ML,5773,Cordials,IM OTH SPCLTS,7215,CITRONGE ORANGE LIQUEUR,PATRON CITRONAGE,1175526,Listed,12,Actual,1081
CLAN MCGREGOR - SCOTCH BTL US - 1.0 LTR,GRANT AND SONS  ( 2950 ),SCOTCH BTL US  ( 1210 ),CLAN MACGREGOR  ( 113300 ),Spirit,1.0 LTR,2950,Whiskey,SCOTCH BTL US,1210,CLAN MCGREGOR,CLAN MACGREGOR,113300,Listed,12,Actual,559
CLAN MCGREGOR - SCOTCH BTL US - 1.0 LTR,GRANT AND SONS  ( 2950 ),SCOTCH BTL US  ( 1210 ),CLAN MACGREGOR  ( 113300 ),Spirit,1.0 LTR,2950,Whiskey,SCOTCH BTL US,1210,CLAN MCGREGOR,CLAN MACGREGOR,113300,Listed,12,Actual,584
CLAN MCGREGOR - SCOTCH BTL US - 1.75 LTR,GRANT AND SONS  ( 2950 ),SCOTCH BTL US  ( 1210 ),CLAN MACGREGOR  ( 113300 ),Spirit,1.75 LTR,2950,Whiskey,SCOTCH BTL US,1210,CLAN MCGREGOR,CLAN MACGREGOR,113300,Listed,6,Actual,837
CLAN MCGREGOR - SCOTCH BTL US - 1.75 LTR,GRANT AND SONS  ( 2950 ),SCOTCH BTL US  ( 1210 ),CLAN MACGREGOR  ( 113300 ),Spirit,1.75 LTR,2950,Whiskey,SCOTCH BTL US,1210,CLAN MCGREGOR,CLAN MACGREGOR,113300,Listed,6,Actual,940
CLEAR SPRINGS - ALCOHOL - 1.75 LTR,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,1.75 LTR,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Non-Listed,6,Actual,2
CLEAR SPRINGS - ALCOHOL - 1.75 LTR,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,1.75 LTR,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Non-Listed,6,Actual,5
CLEAR SPRINGS - ALCOHOL - 375 ML,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,375 ML,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Non-Listed,24,Actual,127
CLEAR SPRINGS - ALCOHOL - 375 ML,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,375 ML,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Non-Listed,24,Actual,144
CLEAR SPRINGS - ALCOHOL - 750 ML,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,750 ML,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Listed,12,Actual,448
CLEAR SPRINGS - ALCOHOL - 750 ML,SAZERAC COMPANY  ( 6610 ),ALCOHOL  ( 7170 ),CLEAR SPRINGS  ( 686800 ),Spirit,750 ML,6610,Cordials,ALCOHOL,7170,CLEAR SPRINGS,CLEAR SPRINGS,686800,Listed,12,Actual,650
CLIX VODKA (HARLEN D. WHEATLEY) - VODKA 80 PRF - 750 ML,SAZERAC COMPANY  ( 6610 ),VODKA 80 PRF  ( 3100 ),CLIX VDK 80  ( 1178444 ),Spirit,750 ML,6610,Vodka,VODKA 80 PRF,3100,CLIX VODKA (HARLEN D. WHEATLEY),CLIX VDK 80,1178444,Non-Listed,1,Actual,1
CLONTARF CLASSIC BLEND IRISH WHISKEY - IRISH - 750 ML,CASTLE BRANDS  ( 1305 ),IRISH  ( 1240 ),CLONTARF BLK LB  ( 924301 ),Spirit,750 ML,1305,Whiskey,IRISH,1240,CLONTARF CLASSIC BLEND IRISH WHISKEY,CLONTARF BLK LB,924301,Non-Listed,6,Actual,1
CLONTARF CLASSIC BLEND IRISH WHISKEY - IRISH - 750 ML,CASTLE BRANDS  ( 1305 ),IRISH  ( 1240 ),CLONTARF BLK LB  ( 924301 ),Spirit,750 ML,1305,Whiskey,IRISH,1240,CLONTARF CLASSIC BLEND IRISH WHISKEY,CLONTARF BLK LB,924301,Non-Listed,6,Actual,5
CLUB 400 - GIN DOMESTIC - 1.0 LTR,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,1.0 LTR,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Non-Listed,12,Actual,8
CLUB 400 - GIN DOMESTIC - 1.0 LTR,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,1.0 LTR,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Non-Listed,12,Actual,25
CLUB 400 - GIN DOMESTIC - 1.75 LTR,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,1.75 LTR,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Listed,6,Actual,1741
CLUB 400 - GIN DOMESTIC - 1.75 LTR,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,1.75 LTR,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Listed,6,Actual,1897
CLUB 400 - GIN DOMESTIC - 375 ML,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,375 ML,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Listed,24,Actual,4203
CLUB 400 - GIN DOMESTIC - 375 ML,SAZERAC COMPANY  ( 6610 ),GIN DOMESTIC  ( 2100 ),CLUB 400 GN  ( 168900 ),Spirit,375 ML,6610,Gin,GIN DOMESTIC,2100,CLUB 400,CLUB 400 GN,168900,Listed,24,Actual,4863
CLUB 400 SPECIAL RESERVE - BLENDED WHSKY - 1.0 LTR,SAZERAC COMPANY  ( 6610 ),BLENDED WHSKY  ( 1150 ),CLUB 400  ( 57200 ),Spirit,1.0 LTR,6610,Whiskey,BLENDED WHSKY,1150,CLUB 400 SPECIAL RESERVE,CLUB 400,57200,Listed,12,Actual,1372
CLUB 400 SPECIAL RESERVE - BLENDED WHSKY - 1.0 LTR,SAZERAC COMPANY  ( 6610 ),BLENDED WHSKY  ( 1150 ),CLUB 400  ( 57200 ),Spirit,1.0 LTR,6610,Whiskey,BLENDED WHSKY,1150,CLUB 400 SPECIAL RESERVE,CLUB 400,57200,Listed,12,Actual,1612
